REF_DATE,GEO,Sex,Characteristics,Primary_Types,Stage
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage not available 
2017,Alberta,Females,Total number of cancer cases,Lung and bronchus ,Stage not available 
2017,Alberta,Females,Cancer incidence rate,Breast ,All stages combined 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,All stages combined 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,All stages combined 
2017,Alberta,Females,Total number of cancer cases,Breast ,All stages combined 
2017,Alberta,Females,Cancer incidence rate,Breast ,Stage 0 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage 0 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage 0 
2017,Alberta,Females,Total number of cancer cases,Breast ,Stage 0 
2017,Alberta,Females,Cancer incidence rate,Breast ,Stage I 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage I 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage I 
2017,Alberta,Females,Total number of cancer cases,Breast ,Stage I 
2017,Alberta,Females,Cancer incidence rate,Breast ,Stage II 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage II 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage II 
2017,Alberta,Females,Total number of cancer cases,Breast ,Stage II 
2017,Alberta,Females,Cancer incidence rate,Breast ,Stage III 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage III 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage III 
2017,Alberta,Females,Total number of cancer cases,Breast ,Stage III 
2017,Alberta,Females,Cancer incidence rate,Breast ,Stage IV 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage IV 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage IV 
2017,Alberta,Females,Total number of cancer cases,Breast ,Stage IV 
2017,Alberta,Females,Cancer incidence rate,Breast ,Stage unknown 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage unknown 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage unknown 
2017,Alberta,Females,Total number of cancer cases,Breast ,Stage unknown 
2017,Alberta,Females,Total number of cancer cases,Breast ,Stage not available 
2017,Alberta,Females,Cancer incidence rate,Breast ,Stage not available 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage not available 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Breast ,Stage not available 
2017,Alberta,Females,Total number of cancer cases,Cervix uteri ,All stages combined 
2017,Alberta,Females,Cancer incidence rate,Cervix uteri ,All stages combined 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,All stages combined 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,All stages combined 
2017,Alberta,Females,Total number of cancer cases,Cervix uteri ,Stage 0 
2017,Alberta,Females,Cancer incidence rate,Cervix uteri ,Stage I 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage I 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage I 
2017,Alberta,Females,Total number of cancer cases,Cervix uteri ,Stage I 
2017,Alberta,Females,Cancer incidence rate,Cervix uteri ,Stage II 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage II 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage II 
2017,Alberta,Females,Total number of cancer cases,Cervix uteri ,Stage II 
2017,Alberta,Females,Cancer incidence rate,Cervix uteri ,Stage III 
2017,Alberta,Females,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage III 
2017,Alberta,Females,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage III 
2017,Alberta,Females,Total number of cancer cases,Cervix uteri ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage IV 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage IV 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage IV 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage unknown 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage unknown 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage 0 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,Stage 0 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage 0 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage 0 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage I 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,Stage I 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage II 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,Stage II 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage II 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage III 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,Stage III 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage IV 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage unknown 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,Stage unknown 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage not available 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage 0 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage 0 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage 0 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage 0 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage I 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage I 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage I 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage II 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage II 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage III 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage III 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage III 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage IV 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage IV 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage IV 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage unknown 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon excluding rectum ,Stage not available 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon excluding rectum ,Stage not available 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage not available 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage not available 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage 0 
2017,British Columbia,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage I 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage I 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage I 
2017,British Columbia,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage II 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage II 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage II 
2017,British Columbia,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage III 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage III 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage III 
2017,British Columbia,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage IV 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage IV 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage IV 
2017,British Columbia,Both sexes,Cancer incidence rate,Rectum and rectosigmoid ,Stage unknown 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Rectum and rectosigmoid ,Stage not available 
2017,British Columbia,Both sexes,Cancer incidence rate,Lung and bronchus ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Lung and bronchus ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage 0 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage I 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage I 
2017,British Columbia,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage I 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage II 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage II 
2017,British Columbia,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage II 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage III 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage III 
2017,British Columbia,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage III 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage IV 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage IV 
2017,British Columbia,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage IV 
2017,British Columbia,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Lung and bronchus ,Stage unknown 
2017,British Columbia,Both sexes,Cancer incidence rate,Lung and bronchus ,Stage unknown 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Lung and bronchus ,Stage not available 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Breast ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Breast ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Breast ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Breast ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Breast ,Stage 0 
2017,British Columbia,Both sexes,Total number of cancer cases,Breast ,Stage I 
2017,British Columbia,Both sexes,Cancer incidence rate,Breast ,Stage I 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage I 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Breast ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Breast ,Stage II 
2017,British Columbia,Both sexes,Cancer incidence rate,Breast ,Stage II 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage II 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Breast ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Breast ,Stage III 
2017,British Columbia,Both sexes,Cancer incidence rate,Breast ,Stage III 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage III 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Breast ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Breast ,Stage IV 
2017,British Columbia,Both sexes,Cancer incidence rate,Breast ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage IV 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Breast ,Stage IV 
2017,British Columbia,Both sexes,Total number of cancer cases,Breast ,Stage unknown 
2017,British Columbia,Both sexes,Cancer incidence rate,Breast ,Stage unknown 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Breast ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Breast ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Breast ,Stage not available 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage 0 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage I 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage I 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage II 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage II 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage II 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage III 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage III 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage III 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,Total number of cancer cases,Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,Cancer incidence rate,Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Cervix uteri ,Stage not available 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Prostate ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage 0 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,Stage I 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,Stage I 
2017,British Columbia,Both sexes,Cancer incidence rate,Prostate ,Stage I 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage I 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,Stage II 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,Stage II 
2017,British Columbia,Both sexes,Cancer incidence rate,Prostate ,Stage II 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage III 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage III 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,Stage III 
2017,British Columbia,Both sexes,Cancer incidence rate,Prostate ,Stage III 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage IV 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,Stage IV 
2017,British Columbia,Both sexes,Cancer incidence rate,Prostate ,Stage IV 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage unknown 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Prostate ,Stage unknown 
2017,British Columbia,Both sexes,Total number of cancer cases,Prostate ,Stage unknown 
2017,British Columbia,Both sexes,Cancer incidence rate,Prostate ,Stage unknown 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Prostate ,Stage not available 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,Cancer incidence rate,Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,All stages combined 
2017,British Columbia,Both sexes,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage 0 
2017,British Columbia,Both sexes,Total number of cancer cases,Colon and rectum ,Stage 0 
2017,British Columbia,Males,Total number of cancer cases,Colon and rectum ,Stage 0 
2017,British Columbia,Males,Cancer incidence rate,Colon and rectum ,Stage 0 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage I 
2017,British Columbia,Males,Total number of cancer cases,Colon and rectum ,Stage I 
2017,British Columbia,Males,Cancer incidence rate,Colon and rectum ,Stage I 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage II 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage II 
2017,British Columbia,Males,Total number of cancer cases,Colon and rectum ,Stage II 
2017,British Columbia,Males,Cancer incidence rate,Colon and rectum ,Stage II 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage III 
2017,British Columbia,Males,Total number of cancer cases,Colon and rectum ,Stage III 
2017,British Columbia,Males,Cancer incidence rate,Colon and rectum ,Stage III 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage IV 
2017,British Columbia,Males,Total number of cancer cases,Colon and rectum ,Stage IV 
2017,British Columbia,Males,Cancer incidence rate,Colon and rectum ,Stage IV 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage unknown 
2017,British Columbia,Males,Total number of cancer cases,Colon and rectum ,Stage unknown 
2017,British Columbia,Males,Cancer incidence rate,Colon and rectum ,Stage unknown 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon and rectum ,Stage not available 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2017,British Columbia,Males,Total number of cancer cases,Colon excluding rectum ,All stages combined 
2017,British Columbia,Males,Cancer incidence rate,Colon excluding rectum ,All stages combined 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,All stages combined 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage 0 
2017,British Columbia,Males,Total number of cancer cases,Colon excluding rectum ,Stage 0 
2017,British Columbia,Males,Cancer incidence rate,Colon excluding rectum ,Stage 0 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage 0 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage I 
2017,British Columbia,Males,Total number of cancer cases,Colon excluding rectum ,Stage I 
2017,British Columbia,Males,Cancer incidence rate,Colon excluding rectum ,Stage I 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage I 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2017,British Columbia,Males,Total number of cancer cases,Colon excluding rectum ,Stage II 
2017,British Columbia,Males,Cancer incidence rate,Colon excluding rectum ,Stage II 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage II 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage III 
2017,British Columbia,Males,Total number of cancer cases,Colon excluding rectum ,Stage III 
2017,British Columbia,Males,Cancer incidence rate,Colon excluding rectum ,Stage III 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage III 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage IV 
2017,British Columbia,Males,Total number of cancer cases,Colon excluding rectum ,Stage IV 
2017,British Columbia,Males,Cancer incidence rate,Colon excluding rectum ,Stage IV 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage IV 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage unknown 
2017,British Columbia,Males,Total number of cancer cases,Colon excluding rectum ,Stage unknown 
2017,British Columbia,Males,Cancer incidence rate,Colon excluding rectum ,Stage unknown 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage unknown 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Colon excluding rectum ,Stage not available 
2017,British Columbia,Males,Total number of cancer cases,Rectum and rectosigmoid ,All stages combined 
2017,British Columbia,Males,Cancer incidence rate,Rectum and rectosigmoid ,All stages combined 
2017,British Columbia,Males,"Low 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
2017,British Columbia,Males,"High 95% confidence interval, cancer incidence rate",Rectum and rectosigmoid ,All stages combined 
